symbol,month_start,month_end,direction,raw_momentum,vol_annualised,target_weight,month_return_unweighted,month_return_weighted
EURUSD,2013-01-01,2013-02-01,BUY,0.030569082849472462,0.06102764229854415,1.6386017259327348,0.03285044641166812,0.0538287981878202
EURUSD,2013-02-01,2013-03-01,BUY,0.03894788159478346,0.06740284140630519,1.4836169798421217,-0.04553819533546932,-0.0675612398310696
EURUSD,2013-03-01,2013-04-01,SELL,-0.004861790606653593,0.07940952532504889,1.2592947708812972,0.01358663915599334,0.017109583642993496
EURUSD,2013-04-01,2013-05-01,SELL,-0.020298102154146735,0.08732082692309141,1.1452021645199935,-0.025797202585029932,-0.029543012238937048
EURUSD,2013-05-01,2013-06-03,BUY,0.02070268345178916,0.08075653166457332,1.2382899307186135,-0.00861676628538488,-0.010670054926547727
EURUSD,2013-06-03,2013-07-01,BUY,0.040116505781519596,0.07906658543780881,1.2647567799504473,-0.0006579954093342,-0.0008322041551316993
EURUSD,2013-07-01,2013-08-01,BUY,0.06691607717567094,0.07545763661954985,1.325246913101591,0.01134641003261505,0.015036794870508017
EURUSD,2013-08-01,2013-09-02,BUY,0.07114707838017531,0.07916199049781705,1.2632325105917792,-0.0010522650193797167,-0.0013292553822389468
EURUSD,2013-09-02,2013-10-01,BUY,0.02304937046455402,0.07354383159995281,1.3597333430213088,0.024886894973362272,0.03383954089955009
EURUSD,2013-10-01,2013-11-01,BUY,0.04596358799053335,0.0674257883169055,1.4831120628503982,-0.002831981425750918,-0.004200145814299456
EURUSD,2013-11-01,2013-12-02,BUY,0.06173189415590041,0.06236727944509443,1.6034048765592839,0.0039078141452491,0.006265808257179757
EURUSD,2013-12-02,2014-01-01,BUY,0.03586129856616016,0.06029131083103816,1.6586137972724202,0.016213022122096188,0.02689114218719171
EURUSD,2014-01-01,2014-02-03,BUY,0.031210649397373613,0.057878767108522716,1.727749311116112,-0.01687745311818567,-0.029160007998339767
EURUSD,2014-02-03,2014-03-03,BUY,0.005755331489247784,0.05642642281484274,1.7722193789980147,0.01554806370048345,0.027554579795892355
EURUSD,2014-03-03,2014-04-01,BUY,0.060146023709557905,0.05529802303872948,1.8083829132546434,0.004156929550600097,0.007517320370908519
EURUSD,2014-04-01,2014-05-01,BUY,0.05239385037958266,0.055674513994933054,1.7961539818578574,0.005350462546762191,0.009610254608148242
EURUSD,2014-05-01,2014-06-02,BUY,0.06817131412725308,0.04646464804196352,2.1521738399844805,-0.019405783514819364,-0.04176461962499632
EURUSD,2014-06-02,2014-07-01,BUY,0.01956212041688543,0.04011789573864955,2.4926531703321637,0.0059420939998087174,0.014811579447034927
EURUSD,2014-07-01,2014-08-01,BUY,0.04451842971357012,0.03638927777298736,2.748062234811168,-0.01844473524530832,-0.050687280358722296
EURUSD,2014-08-01,2014-09-01,BUY,0.012541383549143692,0.03230335072696619,3.095654096233491,-0.02227700649466735,-0.06896190640703707
EURUSD,2014-09-01,2014-10-01,SELL,-0.013785797998617677,0.03367542314040212,2.9695246762920373,0.04032174981178427,0.1197364310573672
EURUSD,2014-10-01,2014-11-03,SELL,-0.06786484649706004,0.05297894065332523,1.887542460585676,0.010263964836713102,0.019373669443254304
EURUSD,2014-11-03,2014-12-01,SELL,-0.07352984808924756,0.07802145226016886,1.281698777748226,0.0017725092635665352,0.0022718229566606363
EURUSD,2014-12-01,2015-01-02,SELL,-0.09559628901574779,0.08255630005217698,1.2112945945590865,0.03889546219607709,0.04711386311098548
EURUSD,2015-01-02,2015-02-02,SELL,-0.12193444541995901,0.0832752082386613,1.200837585580171,0.058203204218211235,0.06989259522642641
EURUSD,2015-02-02,2015-03-02,SELL,-0.1683556741853166,0.09782143386979401,1.0222708464190557,0.014209829732436896,0.01452629466804893
EURUSD,2015-03-02,2015-04-01,SELL,-0.1928687430076872,0.1065482754795056,0.9385417037485028,0.039024752843231925,0.036626358021851116
EURUSD,2015-04-01,2015-05-01,SELL,-0.22499063859204416,0.13817584198132363,0.7237155103676979,-0.03878821438459534,-0.0280716323695991
EURUSD,2015-05-01,2015-06-01,SELL,-0.18617987818173898,0.1274921347325992,0.7843621115117341,0.02479452305551999,0.01944788445775403
EURUSD,2015-06-01,2015-07-01,SELL,-0.1933404703015985,0.13533087435444296,0.7389296823583034,-0.011400857778823492,-0.008424432217118236
EURUSD,2015-07-01,2015-08-03,SELL,-0.1877439127463013,0.12080027265848854,0.8278127010748355,0.009269152443312167,0.007673122120772657
EURUSD,2015-08-03,2015-09-01,SELL,-0.18079599012493452,0.11563340710962192,0.8648019849938241,-0.03208612871575933,-0.02774814780415601
EURUSD,2015-09-01,2015-10-01,SELL,-0.12406605913732915,0.11170572507954307,0.8952092645993955,0.010666523731675204,0.00954877086566496
EURUSD,2015-10-01,2015-11-02,SELL,-0.11350893309680687,0.11467928552708659,0.8719970615476199,0.016241488878801835,0.014162530577473548
EURUSD,2015-11-02,2015-12-01,SELL,-0.11687832724007441,0.11691410006797145,0.8553288263935835,0.03598434972348663,0.03077845161752609
EURUSD,2015-12-01,2016-01-04,SELL,-0.14576554428081334,0.09555668650860213,1.0464992420074954,-0.018417821434836168,-0.01927423617098545
EURUSD,2016-01-04,2016-02-01,SELL,-0.0798433544572621,0.11124803658337483,0.8988922687642673,-0.005088497607303788,-0.004574011158830848
EURUSD,2016-02-01,2016-03-01,SELL,-0.038198892196789624,0.10386278822438141,0.9628087374658537,0.001997128552496008,0.0019228528201856894
EURUSD,2016-03-01,2016-04-01,BUY,0.030461666856340663,0.08957272934777226,1.1164112194431761,0.04823479605360048,0.05384986748179301
EURUSD,2016-04-01,2016-05-02,BUY,0.0779678020802772,0.08678664446989752,1.1522510244613227,0.012590322835544399,0.014507212385554817
EURUSD,2016-05-02,2016-06-01,BUY,0.02857474114174119,0.07868655052355158,1.2708652156516775,-0.03001794833999538,-0.038148766390529144
EURUSD,2016-06-01,2016-07-01,SELL,-0.006191922960751883,0.07580711973359473,1.3191373099443051,0.004561740645288692,0.006017562283489724
EURUSD,2016-07-01,2016-08-01,BUY,0.01236352396796403,0.09654880947104696,1.0357455524087844,0.0022718905182244065,0.0023531004998106173
