id,ticket,symbol,order_type,volume,open_price,close_price,open_time,close_time,profit,swap,commission,stop_loss,take_profit,strategy,is_closed,comment,engine_version,strategy_version,data_group
179,56179383534,XAUUSD,SELL,1.0,4756.66,4756.64,2026-04-10 03:05:06.861318,2026-04-10 09:03:54.000000,2.0,0.0,0.0,4796.22025,4721.23137,ml_direct,1,ML Direct SELL | conf=58.6% [SELL=58.6% NO=10.1% BUY=31.3%],2.4,1.0,STABLE
180,56179829975,XAUUSD,SELL,1.0,4760.78,4760.76,2026-04-10 04:05:05.107306,2026-04-10 09:12:09.000000,2.0,0.0,0.0,4792.86203,4723.87096,ml_direct,1,ML Direct SELL | conf=59.6% [SELL=59.6% NO=10.7% BUY=29.7%],2.4,1.0,STABLE
181,56180346225,XAUUSD,SELL,1.0,4756.83,4756.9,2026-04-10 05:05:07.243559,2026-04-10 09:07:39.000000,2.0,0.0,0.0,4788.34944,4719.08232,ml_direct,1,ML Direct SELL | conf=57.6% [SELL=57.6% NO=10.4% BUY=32.1%],2.4,1.0,STABLE
182,56180904267,XAUUSD,SELL,1.0,4755.08,4755.06,2026-04-10 06:05:17.723160,2026-04-10 13:24:00.000000,2.0,0.0,0.0,4786.8145,4717.96975,ml_direct,1,ML Direct SELL | conf=59.5% [SELL=59.5% NO=10.8% BUY=29.7%],2.4,1.0,STABLE
183,56182468841,USDCHF,SELL,1.0,0.7904,0.7902,2026-04-10 09:05:06.425583,2026-04-10 12:38:10.000000,25.31,0.0,0.0,0.79281,0.7872,ml_filtered_sma,1,"SMA20 x SMA50 SELL, RSI=48.5",2.4,1.0,STABLE
184,56185954180,XAUUSD,SELL,1.0,4746.12,4779.3,2026-04-10 13:05:06.376828,2026-04-10 18:33:43.000000,-3314.0,0.0,0.0,4779.30136,4712.0234,ml_direct,1,ML Direct SELL | conf=58.0% [SELL=58.0% NO=8.8% BUY=33.2%],2.4,1.0,STABLE
185,56186807238,XAUUSD,SELL,1.0,4758.55,4787.79,2026-04-10 14:05:06.926097,2026-04-10 20:18:39.000000,-2922.0,0.0,0.0,4787.78649,4725.09077,ml_direct,1,ML Direct SELL | conf=55.3% [SELL=55.3% NO=10.2% BUY=34.5%],2.4,1.0,STABLE
186,56193408926,XAUUSD,SELL,1.0,4751.11,4714.43,2026-04-10 19:06:46.205086,2026-04-13 01:00:19.000000,3665.4,0.0,0.0,4782.16321,4714.42625,ml_direct,1,ML Direct SELL | conf=60.2% [SELL=60.2% NO=8.6% BUY=31.2%],2.4,1.0,STABLE
187,56194439848,XAUUSD,SELL,1.0,4759.77,4759.75,2026-04-10 20:05:04.548631,2026-04-10 21:11:17.000000,2.0,0.0,0.0,4789.67494,4724.62089,ml_direct,1,ML Direct SELL | conf=57.1% [SELL=57.1% NO=10.4% BUY=32.5%],2.4,1.0,STABLE
188,56195273438,XAUUSD,SELL,1.0,4752.63,4719.14,2026-04-10 21:05:06.325433,2026-04-13 01:00:19.000000,3344.4,0.0,0.0,4782.56195,4719.1394,ml_direct,1,ML Direct SELL | conf=63.2% [SELL=63.2% NO=9.9% BUY=26.9%],2.4,1.0,STABLE
189,56196075356,XAUUSD,SELL,1.0,4768.09,4734.43,2026-04-10 22:05:16.805981,2026-04-13 01:00:18.000000,3320.4,0.0,0.0,4797.12701,4734.43016,ml_direct,1,ML Direct SELL | conf=60.5% [SELL=60.5% NO=9.9% BUY=29.6%],2.4,1.0,STABLE
190,56198704836,USDCHF,SELL,1.0,0.79282,0.79262,2026-04-13 03:05:04.456356,2026-04-13 04:30:30.000000,25.23,0.0,0.0,0.79644,0.78842,bollinger_bounce,1,BB bounce SELL | BB_pos=1.00 RSI=65.8 BBW=0.0075 BBW_avg_ratio=1.59,2.4,2.0,STABLE
191,56199389443,AUDUSD,BUY,1.0,0.70372,0.70554,2026-04-13 04:05:04.932898,2026-04-13 10:32:24.000000,182.0,0.0,0.0,0.69892,0.70554,bollinger_bounce,1,BB bounce BUY | BB_pos=0.17 RSI=38.9 BBW=0.0127 BBW_avg_ratio=1.95,2.4,2.0,STABLE
192,56199391577,USDCAD,SELL,1.0,1.3861,1.3859,2026-04-13 04:05:15.280533,2026-04-13 09:13:23.000000,14.43,0.0,0.0,1.38886,1.38478,bollinger_bounce,1,BB bounce SELL | BB_pos=0.89 RSI=63.3 BBW=0.0046 BBW_avg_ratio=1.69,2.4,2.0,STABLE
193,56200111189,XAUUSD,SELL,1.0,4722.11,4722.21,2026-04-13 05:05:39.497550,2026-04-13 06:34:48.000000,2.0,0.0,0.0,4767.11912,4667.34604,ml_direct,1,ML Direct SELL | conf=55.6% [SELL=55.6% NO=9.8% BUY=34.6%],2.4,1.0,STABLE
194,56200694628,XAUUSD,SELL,1.0,4715.06,4715.04,2026-04-13 06:05:04.525585,2026-04-13 15:08:06.000000,2.0,0.0,0.0,4758.18812,4665.67553,ml_direct,1,ML Direct SELL | conf=56.0% [SELL=56.0% NO=9.4% BUY=34.6%],2.4,1.0,STABLE
195,56200696699,AUDUSD,BUY,1.0,0.70351,0.70371,2026-04-13 06:05:14.896922,2026-04-13 07:57:53.000000,20.0,0.0,0.0,0.6996,0.7056,ml_direct,1,ML Direct BUY | conf=55.0% [SELL=13.6% NO=31.4% BUY=55.0%],2.4,1.0,STABLE
